General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Jere Uronen,FIN,DF,28,1994,6,300,50,8.8,3.3,3,86,2,3,14,6,0.17,2,7,-5,-1.5,-1.36,2.2,6.2,-4.1,-1.22,-0.97
Joaquín Blázquez,ARG,GK,21,2001,1,90,90,2.6,1.0,1,90,1,0,,33,1.0,0,0,0,0.0,0.27,1.5,1.0,0.4,0.43,0.78
Jérémy Le Douaron,FRA,"MF,FW",24,1998,32,2071,65,60.6,23.0,24,77,7,8,29,0,1.31,26,29,-3,-0.13,0.34,26.3,30.3,-4.0,-0.17,0.41
Karamoko Dembele,SCO,"FW,MF",19,2003,15,179,12,5.2,2.0,0,,0,15,12,16,0.93,1,4,-3,-1.51,-1.31,2.1,2.3,-0.2,-0.12,0.22
Kenny Lala,MAD,DF,30,1991,17,1417,83,41.4,15.7,16,87,13,1,21,1,1.53,21,14,7,0.44,1.21,18.5,22.4,-4.0,-0.25,0.14
Lilian Brassier,FRA,DF,22,1999,36,3093,86,90.4,34.4,35,88,33,1,3,2,1.22,43,49,-6,-0.17,0.93,41.0,51.6,-10.5,-0.31,0.28
Mahdi Camara,FRA,MF,24,1998,31,1820,59,53.2,20.2,20,75,4,11,28,2,1.13,21,28,-7,-0.35,-0.18,24.8,29.3,-4.6,-0.22,0.23
Marco Bizot,NED,GK,31,1991,37,3330,90,97.4,37.0,37,90,37,0,,0,1.16,44,54,-10,-0.27,-0.27,41.9,55.0,-13.1,-0.35,-0.78
Mathias Pereira Lage,POR,"MF,FW",25,1996,24,1264,53,37.0,14.0,16,70,2,8,18,3,1.13,17,25,-8,-0.57,-0.49,14.3,20.2,-6.0,-0.42,-0.14
Noah Fadiga,SEN,DF,22,1999,21,1308,62,38.2,14.5,16,77,7,5,15,2,0.86,14,23,-9,-0.62,-0.58,16.6,22.5,-5.9,-0.41,-0.12
Pierre Lees-Melou,FRA,MF,29,1993,32,2767,86,80.9,30.7,32,86,26,0,,0,1.22,39,41,-2,-0.07,1.04,36.3,44.4,-8.0,-0.26,0.37
Romain Del Castillo,FRA,"MF,FW",26,1996,27,1422,53,41.6,15.8,16,72,0,11,25,0,1.22,24,23,1,0.06,0.56,23.1,24.6,-1.4,-0.09,0.41
Steve Mounié,BEN,FW,27,1994,23,1655,72,48.4,18.4,20,79,10,3,22,1,1.48,26,18,8,0.44,1.35,23.2,24.4,-1.3,-0.07,0.51
Taïryk Arconte,FRA,FW,18,2003,4,128,32,3.7,1.4,1,66,0,3,21,17,0.25,2,2,0,0.0,0.27,0.9,2.2,-1.3,-0.91,-0.59
Youcef Belaïli,ALG,"FW,MF",30,1992,6,356,59,10.4,4.0,4,69,0,2,40,1,0.83,6,10,-4,-1.01,-0.83,4.5,7.2,-2.7,-0.68,-0.38
