General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Halid Šabanović,BIH,DF,22,1999,7.1,2,5,3,60.0,0.71,0.42,0.4,0.67,17.1,0,0,0,0.9,0.9,0.18,1.1,1.1
Himad Abdelli,ALG,"MF,FW",22,1999,23.7,2,24,7,29.2,1.01,0.29,0.08,0.29,22.4,2,0,0,1.4,1.4,0.06,0.6,0.6
Ibrahim Amadou,FRA,"DF,MF",29,1993,4.7,0,2,0,0.0,0.42,0.0,0.0,,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Ibrahima Niane,SEN,FW,23,1999,12.6,2,26,11,42.3,2.06,0.87,0.08,0.18,13.7,0,0,0,3.4,3.4,0.13,-1.4,-1.4
Ilyes Cheti,ALG,DF,27,1995,2.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Jason Mbock,FRA,"MF,FW",22,1999,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Jean Mattéo Bahoya,FRA,"FW,MF",17,2005,3.0,0,4,0,0.0,1.33,0.0,0.0,,15.4,0,0,0,0.5,0.5,0.13,-0.5,-0.5
Justin-Noël Kalumba,FRA,DF,17,2004,6.1,0,2,0,0.0,0.33,0.0,0.0,,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Lilian Raolisoa,FRA,"DF,MF",22,2000,1.9,1,3,2,66.7,1.56,1.04,0.33,0.5,18.7,0,0,0,0.2,0.2,0.06,0.8,0.8
Lois Diony,FRA,FW,29,1992,5.6,1,12,3,25.0,2.13,0.53,0.08,0.33,14.5,0,0,0,2.2,2.2,0.18,-1.2,-1.2
Marin Jakoliš,CRO,FW,25,1996,0.3,0,2,1,50.0,6.43,3.21,0.0,0.0,12.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Miha Blažič,SVN,DF,29,1993,22.0,2,8,4,50.0,0.36,0.18,0.25,0.5,10.0,1,0,0,1.6,1.6,0.2,0.4,0.4
Nabil Bentaleb,ALG,MF,27,1994,27.7,4,39,13,33.3,1.41,0.47,0.05,0.15,27.5,8,2,2,3.2,1.6,0.04,0.8,0.4
Ousmane Camara,FRA,DF,19,2003,5.8,0,1,1,100.0,0.17,0.17,0.0,0.0,6.5,0,0,0,0.2,0.2,0.16,-0.2,-0.2
Paul Bernardoni,FRA,GK,25,1997,27.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Pierrick Capelle,FRA,"MF,DF",35,1987,15.9,0,16,7,43.8,1.01,0.44,0.0,0.0,17.6,0,0,0,1.5,1.5,0.1,-1.5,-1.5
Sada Thioub,SEN,"DF,FW",27,1995,11.8,1,9,1,11.1,0.76,0.08,0.11,1.0,14.0,0,0,0,1.4,1.4,0.15,-0.4,-0.4
Sofiane Boufal,MAR,"FW,MF",28,1993,9.3,4,21,9,42.9,2.27,0.97,0.1,0.22,20.8,4,2,2,3.6,2.1,0.1,0.4,-0.1
Souleyman Doumbia,CIV,"DF,FW",25,1996,19.9,0,7,2,28.6,0.35,0.1,0.0,0.0,16.0,0,0,0,1.0,1.0,0.14,-1.0,-1.0
Waniss Taibi,FRA,MF,20,2002,2.1,0,1,0,0.0,0.48,0.0,0.0,,6.5,0,0,0,0.3,0.3,0.31,-0.3,-0.3
Yahia Fofana,CIV,GK,21,2000,11.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Yan Valery,TUN,DF,23,1999,27.7,0,13,2,15.4,0.47,0.07,0.0,0.0,21.0,0,0,0,0.8,0.8,0.06,-0.8,-0.8
Zinédine Ould Khaled,FRA,"MF,FW",22,2000,0.6,0,1,1,100.0,1.76,1.76,0.0,0.0,2.8,0,0,0,0.3,0.3,0.3,-0.3,-0.3
