General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Ibrahima Niane,SEN,FW,23,1999,12.6,175,232,75.4,2553,471,93,119,78.2,55,72,76.4,10,13,76.9,0,0.5,0.6,-0.5,8,17,4,0,24
Ilyes Cheti,ALG,DF,27,1995,2.3,102,118,86.4,1692,467,50,56,89.3,37,40,92.5,10,15,66.7,0,0.2,0.0,-0.2,1,6,1,1,4
Jason Mbock,FRA,"MF,FW",22,1999,0.3,6,10,60.0,107,55,3,3,100.0,2,5,40.0,1,1,100.0,0,0.3,0.2,-0.3,1,0,0,0,1
Jean Mattéo Bahoya,FRA,"FW,MF",17,2005,3.0,69,82,84.1,956,120,39,45,86.7,23,28,82.1,3,4,75.0,0,0.4,0.1,-0.4,3,2,1,0,3
Justin-Noël Kalumba,FRA,DF,17,2004,6.1,131,164,79.9,1867,498,79,87,90.8,45,58,77.6,3,6,50.0,0,0.1,0.9,-0.1,2,8,3,2,10
Lilian Raolisoa,FRA,"DF,MF",22,2000,1.9,98,119,82.4,1631,387,48,51,94.1,38,49,77.6,9,15,60.0,0,0.8,0.5,-0.8,3,4,4,1,10
Lois Diony,FRA,FW,29,1992,5.6,109,142,76.8,1202,221,72,82,87.8,17,25,68.0,1,3,33.3,0,0.3,0.2,-0.3,5,6,2,1,11
Marin Jakoliš,CRO,FW,25,1996,0.3,4,7,57.1,63,31,1,1,100.0,3,5,60.0,0,1,0.0,0,0.0,0.2,0.0,0,1,0,0,3
Miha Blažič,SVN,DF,29,1993,22.0,1034,1182,87.5,21289,7678,302,330,91.5,581,622,93.4,138,208,66.3,0,0.1,0.2,-0.1,1,42,2,0,64
Nabil Bentaleb,ALG,MF,27,1994,27.7,1512,1853,81.6,29115,9442,556,641,86.7,724,825,87.8,195,315,61.9,4,2.3,3.6,1.7,33,172,15,0,176
Ousmane Camara,FRA,DF,19,2003,5.8,330,363,90.9,6431,2134,105,112,93.8,179,190,94.2,39,49,79.6,0,0.0,0.0,0.0,0,12,0,0,16
Paul Bernardoni,FRA,GK,25,1997,27.0,438,667,65.7,12371,9125,77,79,97.5,218,224,97.3,141,359,39.3,0,0.0,0.0,0.0,0,12,0,0,0
Pierrick Capelle,FRA,"MF,DF",35,1987,15.9,590,714,82.6,10044,2766,287,321,89.4,236,274,86.1,49,88,55.7,3,1.2,1.2,1.8,13,58,7,5,66
Sada Thioub,SEN,"DF,FW",27,1995,11.8,427,533,80.1,6580,2287,230,263,87.5,153,188,81.4,24,43,55.8,2,1.9,1.9,0.1,15,46,19,8,57
Sofiane Boufal,MAR,"FW,MF",28,1993,9.3,370,487,76.0,5643,1574,203,239,84.9,124,161,77.0,25,50,50.0,3,2.9,1.7,0.1,27,30,10,1,56
Souleyman Doumbia,CIV,"DF,FW",25,1996,19.9,762,952,80.0,11455,3777,417,478,87.2,284,350,81.1,36,75,48.0,0,1.6,1.7,-1.6,12,46,16,11,58
Waniss Taibi,FRA,MF,20,2002,2.1,134,150,89.3,2006,531,68,77,88.3,56,58,96.6,4,5,80.0,1,0.1,0.3,0.9,1,12,2,0,16
Yahia Fofana,CIV,GK,21,2000,11.0,227,325,69.8,6001,4360,42,42,100.0,112,113,99.1,71,168,42.3,0,0.0,0.0,0.0,0,3,0,0,0
Yan Valery,TUN,DF,23,1999,27.7,950,1292,73.5,16786,6797,414,503,82.3,407,511,79.6,98,211,46.4,0,1.9,1.6,-1.9,12,69,17,14,84
Zinédine Ould Khaled,FRA,"MF,FW",22,2000,0.6,34,36,94.4,514,128,21,21,100.0,12,12,100.0,1,1,100.0,0,0.0,0.0,0.0,0,3,1,0,5
