General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Jonjo Shelvey,ENG,MF,30,1992,6.0,221,302,73.2,4761,1861,73,86,84.9,98,112,87.5,47,98,48.0,0,0.3,0.8,-0.3,6,37,8,2,34
Keylor Navas,CRC,GK,35,1986,17.0,306,534,57.3,10310,8282,29,29,100.0,136,137,99.3,141,363,38.8,0,0.0,0.0,0.0,0,7,0,0,1
Lewis O'Brien,ENG,MF,23,1998,6.5,166,214,77.6,2785,650,72,85,84.7,84,103,81.6,7,16,43.8,0,0.2,0.2,-0.2,4,19,3,0,21
Morgan Gibbs-White,ENG,"MF,FW",22,2000,33.0,659,1078,61.1,10717,3931,351,466,75.3,195,279,69.9,84,229,36.7,8,8.2,6.2,-0.2,66,70,40,5,131
Moussa Niakhate,SEN,DF,26,1996,12.9,265,391,67.8,5245,2626,94,103,91.3,129,183,70.5,39,90,43.3,0,0.1,0.2,-0.1,1,16,0,0,15
Neco Williams,WAL,DF,21,2001,20.9,533,840,63.5,9565,3461,254,307,82.7,196,286,68.5,68,177,38.4,0,1.4,1.2,-1.4,15,29,14,9,33
Orel Mangala,BEL,MF,24,1998,17.2,411,514,80.0,6178,1807,223,256,87.1,153,183,83.6,22,42,52.4,1,0.4,0.5,0.6,3,35,3,0,43
Remo Freuler,SUI,MF,30,1992,24.0,664,836,79.4,9828,3216,371,429,86.5,238,285,83.5,30,66,45.5,0,0.8,0.7,-0.8,12,47,6,3,54
Renan Lodi,BRA,DF,24,1998,24.6,583,877,66.5,10215,3529,272,323,84.2,242,339,71.4,57,162,35.2,1,1.2,1.3,-0.2,13,25,14,8,31
Ryan Yates,ENG,MF,24,1997,20.4,455,592,76.9,7587,1812,204,248,82.3,205,237,86.5,32,61,52.5,2,1.2,0.4,0.8,7,26,4,1,43
Sam Surridge,ENG,FW,24,1998,3.6,40,81,49.4,551,168,25,45,55.6,13,24,54.2,1,3,33.3,0,0.1,0.0,-0.1,1,4,0,0,6
Scott McKenna,SCO,DF,25,1996,17.5,569,727,78.3,11331,4319,163,195,83.6,334,394,84.8,66,122,54.1,0,1.0,0.4,-1.0,8,35,3,1,35
Serge Aurier,CIV,DF,29,1992,21.6,667,943,70.7,10182,4393,373,454,82.2,236,333,70.9,41,94,43.6,0,1.0,0.9,-1.0,10,44,13,6,71
Steve Cook,ENG,DF,31,1991,10.6,369,459,80.4,7884,2511,80,99,80.8,234,261,89.7,51,91,56.0,0,0.6,0.6,-0.6,3,18,2,1,19
Taiwo Awoniyi,NGA,FW,24,1997,15.6,143,223,64.1,1675,300,96,133,72.2,34,52,65.4,2,8,25.0,1,1.1,0.3,-0.1,10,6,2,0,12
Wayne Hennessey,WAL,GK,35,1987,3.0,61,99,61.6,2134,1661,5,5,100.0,29,29,100.0,27,63,42.9,0,0.0,0.0,0.0,0,3,0,0,0
Willy Boly,CIV,DF,31,1991,7.6,194,258,75.2,3706,1660,63,77,81.8,107,126,84.9,20,47,42.6,1,0.2,0.3,0.8,1,8,0,0,12
