General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Leo Greiml,AUT,DF,21,2001,7,358,51,11.7,4.0,3,90,3,4,22,12,0.86,2,13,-11,-2.77,-1.93,4.0,9.7,-5.7,-1.43,-1.04
Malick Thiaw,GER,DF,20,2001,3,270,90,8.8,3.0,3,90,3,0,,1,0.67,3,8,-5,-1.67,-0.67,4.3,3.7,0.7,0.22,0.81
Marcin Kamiński,POL,DF,30,1992,8,632,79,20.7,7.0,7,90,7,1,2,10,1.5,13,22,-9,-1.28,-0.28,8.9,18.2,-9.2,-1.31,-1.0
Marius Bülter,GER,"FW,MF",29,1993,33,2598,79,84.9,28.9,30,83,20,3,34,0,0.91,29,60,-31,-1.07,-0.1,34.6,44.2,-9.6,-0.33,1.22
Maya Yoshida,JPN,DF,33,1988,29,2553,88,83.4,28.4,28,90,27,1,45,2,0.83,23,54,-31,-1.09,-0.21,31.8,45.5,-13.7,-0.48,0.2
Mehmet Aydin,GER,"DF,FW",20,2002,16,567,35,18.5,6.3,3,78,1,13,26,9,0.75,5,12,-7,-1.11,-0.06,8.3,9.7,-1.4,-0.22,0.36
Michael Frey,SUI,FW,28,1994,15,868,58,28.4,9.6,10,74,1,5,25,4,1.0,8,19,-11,-1.14,-0.11,10.9,16.7,-5.8,-0.6,-0.12
Michael Langer,AUT,GK,37,1985,0,,,,,0,,0,0,,5,,,,,,,,,,,
Moritz Jenz,GER,DF,23,1999,11,945,86,30.9,10.5,11,86,10,0,,0,1.45,14,10,4,0.38,2.08,12.6,12.8,-0.2,-0.02,0.72
Niklas Tauer,GER,FW,21,2001,0,,,,,0,,0,0,,6,,,,,,,,,,,
Ralf Fährmann,GER,GK,33,1988,12,1025,85,33.5,11.4,12,85,11,0,,15,1.25,11,13,-2,-0.18,1.33,13.1,16.4,-3.2,-0.28,0.35
Rodrigo Zalazar,URU,"MF,FW",22,1999,22,1321,60,43.2,14.7,15,74,2,7,29,3,1.09,18,22,-4,-0.27,1.38,18.5,21.8,-3.3,-0.22,0.51
Sebastian Polter,GER,FW,31,1991,19,630,33,20.6,7.0,5,73,2,14,19,1,0.84,14,22,-8,-1.14,-0.11,11.2,16.5,-5.3,-0.76,-0.3
Sepp van den Berg,NED,DF,20,2001,9,696,77,22.7,7.7,8,85,7,1,14,1,1.22,14,19,-5,-0.65,0.53,10.3,15.0,-4.6,-0.6,-0.11
Sidi Sané,GER,FW,19,2003,1,25,25,0.8,0.3,0,,0,1,25,4,0.0,0,0,0,0.0,1.07,0.0,0.6,-0.6,-2.21,-1.71
Simon Terodde,GER,FW,34,1988,32,1823,57,59.6,20.3,21,78,8,11,17,1,0.97,21,40,-19,-0.94,0.3,23.0,28.1,-5.1,-0.25,0.65
Soichiro Kozuki,JPN,"FW,MF",21,2000,5,379,76,12.4,4.2,5,76,1,0,,0,0.6,1,5,-4,-0.95,0.12,4.7,5.3,-0.6,-0.15,0.42
Thomas Ouwejan,NED,DF,25,1996,17,903,53,29.5,10.0,10,73,5,7,25,6,0.47,9,27,-18,-1.79,-1.04,9.4,19.4,-10.0,-1.0,-0.69
Tim Skarke,GER,"FW,MF",25,1996,9,440,49,14.4,4.9,6,64,1,3,20,1,1.11,4,8,-4,-0.82,0.28,6.5,8.7,-2.2,-0.44,0.09
Timothée Kolodziejczak,FRA,DF,30,1991,1,25,25,0.8,0.3,0,,0,1,25,3,0.0,0,0,0,0.0,1.07,0.0,0.6,-0.6,-2.13,-1.62
Tobias Mohr,GER,"DF,MF",26,1995,18,839,47,27.4,9.3,8,76,4,10,23,8,0.78,11,16,-5,-0.54,0.72,11.9,14.6,-2.8,-0.3,0.3
Tom Krauß,GER,MF,21,2001,32,2514,79,82.2,27.9,31,80,15,1,26,0,0.97,23,52,-29,-1.04,0.12,31.1,43.1,-12.0,-0.43,0.49
Éder Álvarez Balanta,COL,"MF,FW",29,1993,6,238,40,7.8,2.6,3,50,0,3,29,3,1.5,2,3,-1,-0.38,0.74,2.7,4.7,-2.0,-0.75,-0.25
