General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Marios Oikonomou,GRE,DF,29,1992,6,220,37,6.4,2.4,3,57,0,3,17,9,0.33,1,6,-5,-2.05,-0.86,2.6,4.3,-1.7,-0.7,0.15
Martin Turk,SVN,GK,18,2003,4,360,90,10.5,4.0,4,90,4,0,,16,1.0,7,9,-2,-0.5,0.82,4.8,9.0,-4.2,-1.06,-0.24
Maxime Leverbe,FRA,DF,25,1997,0,,,,,0,,0,0,,3,,,,,,,,,,,
Mehdi Léris,ALG,"MF,DF",24,1998,32,2460,77,71.9,27.3,29,81,20,3,34,1,0.53,20,48,-28,-1.02,0.76,26.7,48.0,-21.3,-0.78,0.23
Mickaël Cuisance,FRA,MF,22,1999,12,618,52,18.1,6.9,9,61,0,3,22,2,0.58,5,6,-1,-0.15,1.33,4.8,8.9,-4.1,-0.59,0.31
Mihailo Ivanović,SRB,FW,17,2004,1,4,4,0.1,0.0,0,,0,1,4,1,0.0,0,0,0,0.0,1.24,0.1,0.1,0.0,0.0,0.85
Nicola Murru,ITA,DF,27,1994,20,784,39,22.9,8.7,5,81,4,15,25,15,0.75,4,17,-13,-1.49,-0.33,7.6,19.0,-11.4,-1.3,-0.59
Nicola Ravaglia,ITA,GK,33,1988,9,810,90,23.7,9.0,9,90,9,0,,20,0.33,6,23,-17,-1.89,-0.85,7.9,19.5,-11.6,-1.29,-0.58
Nikita Contini Baranovsky,ITA,GK,26,1996,0,,,,,0,,0,0,,14,,,,,,,,,,,
Omar Colley,GAM,DF,29,1992,16,1384,87,40.5,15.4,15,89,14,1,45,0,0.44,6,25,-19,-1.24,0.0,13.4,22.8,-9.4,-0.61,0.39
Ronaldo Vieira,ENG,MF,24,1998,16,815,51,23.8,9.1,8,75,2,8,27,4,0.38,3,16,-13,-1.44,-0.26,7.2,16.1,-8.9,-0.98,-0.18
Sam Lammers,NED,FW,25,1997,19,1100,58,32.2,12.2,13,75,3,6,20,0,0.47,6,21,-15,-1.23,0.01,11.1,23.4,-12.3,-1.01,-0.24
Samuel Ntanda,BEL,MF,17,2005,1,4,4,0.1,0.0,0,,0,1,4,0,0.0,0,0,0,0.0,1.24,0.1,0.1,0.0,0.0,0.85
Simone Trimboli,ITA,MF,20,2002,0,,,,,0,,0,0,,10,,,,,,,,,,,
Telasco Segovia,VEN,MF,19,2003,1,4,4,0.1,0.0,0,,0,1,4,5,0.0,0,0,0,0.0,1.24,0.1,0.1,0.0,0.0,0.85
Tommaso Augello,ITA,DF,27,1994,37,3061,83,89.5,34.0,35,85,28,2,45,1,0.51,23,64,-41,-1.21,0.3,31.0,59.4,-28.4,-0.84,0.1
Tomás Rincón,VEN,MF,34,1988,34,2555,75,74.7,28.4,30,81,17,4,31,2,0.47,18,56,-38,-1.34,-0.4,24.9,48.9,-23.9,-0.84,0.01
Valerio Verre,ITA,MF,28,1994,18,677,38,19.8,7.5,6,61,0,12,26,0,0.5,3,12,-9,-1.2,0.05,6.7,13.1,-6.3,-0.84,0.01
